,  0.0736,  0.2166,  0.2095,  0.0802,  0.0882, ,  0.072,  0.0762,  0.072,  0.0795,  0.0774, 
,  0.0732,  0.1268,  0.1194,  0.0801,  0.0877, ,  0.0718,  0.0762,  0.0717,  0.079,  0.0769, 
,  0.0729,  0.1339,  0.1205,  0.08,  0.0873, ,  0.0719,  0.0759,  0.0715,  0.0794,  0.0772, 
,  0.0729,  0.1425,  0.1211,  0.0802,  0.0872, ,  0.0718,  0.0756,  0.0716,  0.079,  0.077, 
,  0.073,  0.1555,  0.1201,  0.08,  0.0871, ,  0.0719,  0.0757,  0.0715,  0.0789,  0.0768, 
,  0.0728,  0.1597,  0.1213,  0.0799,  0.0869, ,  0.0719,  0.0754,  0.0713,  0.0786,  0.0765, 
,  0.0727,  0.1795,  0.1203,  0.0797,  0.0866, ,  0.0717,  0.0755,  0.0713,  0.0787,  0.0765, 
,  0.0727,  0.1816,  0.1228,  0.0799,  0.0869, ,  0.072,  0.0755,  0.0715,  0.0791,  0.0768, 
,  0.0727,  0.1919,  0.1234,  0.0798,  0.0867, ,  0.072,  0.0755,  0.0713,  0.0791,  0.0767, 
,  0.0729,  0.2075,  0.1232,  0.0797,  0.0867, ,  0.0719,  0.0752,  0.0712,  0.0787,  0.0764, 
,  0.0727,  0.235,  0.1229,  0.0798,  0.0867, ,  0.0719,  0.0756,  0.0714,  0.0788,  0.0767, 
,  0.0728,  0.2317,  0.1229,  0.0797,  0.0867, ,  0.0719,  0.0754,  0.0713,  0.0791,  0.0767, 
,  0.0727,  0.2567,  0.1233,  0.0796,  0.0865, ,  0.0717,  0.0751,  0.0711,  0.0787,  0.0763, 
,  0.0726,  0.2767,  0.1235,  0.0795,  0.0866, ,  0.0718,  0.0753,  0.0713,  0.0788,  0.0766, 
,  0.0727,  0.3039,  0.1235,  0.0796,  0.0865, ,  0.0719,  0.0754,  0.0713,  0.0788,  0.0765, 
,  0.0728,  0.3262,  0.124,  0.0796,  0.0866, ,  0.0716,  0.0754,  0.0712,  0.0787,  0.0765, 
,  0.0726,  0.3389,  0.1236,  0.0793,  0.0863, ,  0.0717,  0.0751,  0.0712,  0.0788,  0.0764, 
,  0.0726,  0.3436,  0.1233,  0.0794,  0.0864, ,  0.0716,  0.0751,  0.0711,  0.0786,  0.0763, 
,  0.0727,  0.3811,  0.1241,  0.0794,  0.0863, ,  0.0714,  0.075,  0.071,  0.0784,  0.0763, 
,  0.0726,  0.3966,  0.1248,  0.0795,  0.0865, ,  0.0717,  0.0751,  0.0711,  0.0785,  0.0763, 
,  0.0726,  0.4257,  0.1246,  0.0796,  0.0865, ,  0.0716,  0.0754,  0.0712,  0.0786,  0.0764, 
,  0.0727,  0.4285,  0.125,  0.0797,  0.0866, ,  0.0716,  0.0755,  0.0713,  0.0788,  0.0764, 
,  0.0726,  0.4738,  0.1256,  0.0797,  0.0866, ,  0.0719,  0.0754,  0.0713,  0.0789,  0.0767, 
,  0.0727,  0.4884,  0.1255,  0.0796,  0.0865, ,  0.0716,  0.0754,  0.0713,  0.0788,  0.0765, 
,  0.0725,  0.4847,  0.127,  0.0794,  0.0863, ,  0.0717,  0.0751,  0.0712,  0.0787,  0.0765, 
,  0.0726,  0.5389,  0.1244,  0.0795,  0.0865, ,  0.0716,  0.0752,  0.0713,  0.0786,  0.0769, 
,  0.0726,  0.5531,  0.1256,  0.0796,  0.0865, ,  0.0716,  0.0751,  0.0712,  0.0787,  0.0764, 
,  0.0726,  0.5361,  0.1271,  0.0794,  0.0863, ,  0.0715,  0.0751,  0.0712,  0.0788,  0.0765, 
,  0.0727,  0.5749,  0.1273,  0.0796,  0.0865, ,  0.0716,  0.0751,  0.0711,  0.0786,  0.0763, 
,  0.0726,  0.5874,  0.128,  0.0796,  0.0864, ,  0.0717,  0.0753,  0.0713,  0.0788,  0.0765, 
,  0.0727,  0.5988,  0.1276,  0.0796,  0.0865, ,  0.0717,  0.0752,  0.0711,  0.0785,  0.0763, 
,  0.0725,  0.605,  0.1279,  0.0794,  0.0864, ,  0.0717,  0.0752,  0.071,  0.0786,  0.0764, 
,  0.0726,  0.6845,  0.1277,  0.0794,  0.0864, ,  0.0717,  0.0753,  0.0713,  0.0788,  0.0764, 
,  0.0726,  0.6893,  0.128,  0.0797,  0.0866, ,  0.0716,  0.0752,  0.0714,  0.0789,  0.0767, 
,  0.0726,  0.6955,  0.1281,  0.0793,  0.0862, ,  0.0716,  0.0753,  0.0711,  0.0789,  0.0764, 
,  0.0727,  0.6888,  0.1287,  0.0796,  0.0865, ,  0.0717,  0.0752,  0.0713,  0.0788,  0.0765, 
,  0.0728,  0.7215,  0.1292,  0.0796,  0.0865, ,  0.0718,  0.0754,  0.0713,  0.0785,  0.0763, 
,  0.0725,  0.6989,  0.1298,  0.0794,  0.0863, ,  0.0714,  0.0748,  0.0709,  0.0783,  0.0762, 
,  0.0726,  0.7054,  0.1312,  0.0794,  0.0862, ,  0.0714,  0.075,  0.071,  0.0786,  0.0763, 
,  0.0726,  0.7234,  0.1314,  0.0794,  0.0864, ,  0.0716,  0.0753,  0.0712,  0.0788,  0.0763, 
,  0.0725,  0.7264,  0.1316,  0.0791,  0.0861, ,  0.0715,  0.0751,  0.071,  0.0785,  0.0763, 
,  0.0726,  0.7206,  0.1327,  0.0793,  0.0863, ,  0.0716,  0.075,  0.0711,  0.0785,  0.0763, 
,  0.0727,  0.7289,  0.1339,  0.0795,  0.0864, ,  0.0715,  0.0751,  0.0712,  0.0787,  0.0764, 
,  0.0725,  0.7383,  0.135,  0.0793,  0.0862, ,  0.0715,  0.0751,  0.071,  0.0785,  0.0762, 
,  0.0725,  0.7463,  0.1366,  0.0796,  0.0865, ,  0.0719,  0.0754,  0.0715,  0.079,  0.0768, 
,  0.0725,  0.749,  0.1385,  0.0794,  0.0863, ,  0.0715,  0.0748,  0.0709,  0.0787,  0.0763, 
,  0.0726,  0.7901,  0.1401,  0.0794,  0.0863, ,  0.0716,  0.0753,  0.0711,  0.0786,  0.0765, 
,  0.0726,  0.774,  0.1426,  0.0794,  0.0864, ,  0.0715,  0.0751,  0.071,  0.0787,  0.0763, 
,  0.0727,  0.8006,  0.1452,  0.0792,  0.0862, ,  0.0717,  0.0752,  0.0712,  0.0787,  0.0763, 
